frame,time_sec,marker_id,x,y,z,rx,ry,rz
860,14.333333,7,-4923.047290,-2642.579290,278223.161005,0.188605,2.937363,-0.049412
861,14.350000,7,-4923.047290,-2642.579290,278223.161005,0.188605,2.937363,-0.049412
862,14.366667,1,-9757.784230,-1875.961467,273005.881401,0.219340,3.109416,0.452781
862,14.366667,7,-4923.047290,-2642.579290,278223.161005,0.188605,2.937363,-0.049412
863,14.383333,7,-5045.018020,-2687.402694,284330.041482,-0.185503,-3.115194,-0.041549
864,14.400000,1,-9775.586344,-1881.725988,273423.731604,0.223037,3.114671,0.432184
864,14.400000,7,-5048.368256,-2691.010212,284662.110678,-0.184364,-3.113854,-0.005938
865,14.416667,1,-9775.586344,-1881.725988,273423.731604,0.223037,3.114671,0.432184
865,14.416667,7,-4952.392624,-2615.339885,278741.225378,-0.189226,-2.980265,-0.062684
866,14.433333,1,-9775.586344,-1881.725988,273423.731604,0.223037,3.114671,0.432184
866,14.433333,7,-4952.392624,-2615.339885,278741.225378,-0.189226,-2.980265,-0.062684
867,14.450000,1,-9747.829454,-1874.083444,272723.723465,0.223405,3.127951,0.437618
868,14.466667,1,-9756.364479,-1876.290454,273039.903437,0.225855,3.137129,0.431477
868,14.466667,7,-4952.392624,-2615.339885,278741.225378,-0.189226,-2.980265,-0.062684
869,14.483333,1,-9741.369043,-1873.929941,272701.519065,0.223381,3.127745,0.438477
869,14.483333,7,-4952.392624,-2615.339885,278741.225378,-0.189226,-2.980265,-0.062684
870,14.500000,7,-4940.582720,-2609.264364,278805.960887,-0.176800,-3.130991,-0.278509
871,14.516667,1,-9760.246088,-1880.916741,273309.419742,0.220817,3.127302,0.437953
871,14.516667,7,-4940.582720,-2609.264364,278805.960887,-0.176800,-3.130991,-0.278509
872,14.533333,1,-9760.246088,-1880.916741,273309.419742,0.220817,3.127302,0.437953
872,14.533333,7,-4940.582720,-2609.264364,278805.960887,-0.176800,-3.130991,-0.278509
873,14.550000,7,-4953.476663,-2615.312034,280013.592759,-0.183967,-3.110940,-0.179763
874,14.566667,1,-9761.719762,-1884.064604,273351.758536,0.222102,3.123846,0.424486
874,14.566667,7,-4940.582720,-2609.264364,278805.960887,-0.176800,-3.130991,-0.278509
875,14.583333,7,-4940.582720,-2609.264364,278805.960887,-0.176800,-3.130991,-0.278509
876,14.600000,1,-9761.719762,-1884.064604,273351.758536,0.222102,3.123846,0.424486
876,14.600000,7,-4950.327071,-2612.126176,279681.202969,-0.183546,-3.132162,-0.198833
877,14.616667,1,-9761.719762,-1884.064604,273351.758536,0.222102,3.123846,0.424486
877,14.616667,7,-4950.327071,-2612.126176,279681.202969,-0.183546,-3.132162,-0.198833
878,14.633333,1,-9761.719762,-1884.064604,273351.758536,0.222102,3.123846,0.424486
878,14.633333,7,-4950.327071,-2612.126176,279681.202969,-0.183546,-3.132162,-0.198833
879,14.650000,7,-4950.327071,-2612.126176,279681.202969,-0.183546,-3.132162,-0.198833
880,14.666667,1,-9761.719762,-1884.064604,273351.758536,0.222102,3.123846,0.424486
880,14.666667,7,-4950.327071,-2612.126176,279681.202969,-0.183546,-3.132162,-0.198833
881,14.683333,1,-9761.719762,-1884.064604,273351.758536,0.222102,3.123846,0.424486
881,14.683333,7,-4950.327071,-2612.126176,279681.202969,-0.183546,-3.132162,-0.198833
882,14.700000,7,-4950.327071,-2612.126176,279681.202969,-0.183546,-3.132162,-0.198833
883,14.716667,7,-4950.327071,-2612.126176,279681.202969,-0.183546,-3.132162,-0.198833
884,14.733333,7,-4950.327071,-2612.126176,279681.202969,-0.183546,-3.132162,-0.198833
885,14.750000,7,-4964.205319,-2648.368627,280324.842549,-0.217456,-3.200226,0.100024
886,14.766667,1,-9759.981539,-1886.454933,273302.000080,0.220851,3.127755,0.438210
888,14.800000,7,-4964.205319,-2648.368627,280324.842549,-0.217456,-3.200226,0.100024
889,14.816667,1,-9759.981539,-1886.454933,273302.000080,0.220851,3.127755,0.438210
890,14.833333,1,-9759.981539,-1886.454933,273302.000080,0.220851,3.127755,0.438210
891,14.850000,7,-4958.965213,-2648.663804,280359.556511,-0.217521,-3.201895,0.092835
892,14.866667,7,-4959.551136,-2644.466568,280197.883846,-0.212883,-3.136373,0.136545
893,14.883333,1,-9709.660128,-1877.680231,272049.521611,0.223366,3.134161,0.463253
893,14.883333,7,-4911.442508,-2642.577098,278222.506282,0.188607,2.937419,-0.049443
894,14.900000,7,-4911.442508,-2642.577098,278222.506282,0.188607,2.937419,-0.049443
895,14.916667,1,-9709.660128,-1877.680231,272049.521611,0.223366,3.134161,0.463253
895,14.916667,7,-4911.442508,-2642.577098,278222.506282,0.188607,2.937419,-0.049443
896,14.933333,1,-9709.660128,-1877.680231,272049.521611,0.223366,3.134161,0.463253
896,14.933333,7,-4911.442508,-2642.577098,278222.506282,0.188607,2.937419,-0.049443
897,14.950000,1,-9709.660128,-1877.680231,272049.521611,0.223366,3.134161,0.463253
897,14.950000,7,-4887.001993,-2606.469456,275994.546782,-0.168922,-2.895729,-0.064123
898,14.966667,1,-9709.660128,-1877.680231,272049.521611,0.223366,3.134161,0.463253
898,14.966667,7,-4887.001993,-2606.469456,275994.546782,-0.168922,-2.895729,-0.064123
899,14.983333,1,-9709.660128,-1877.680231,272049.521611,0.223366,3.134161,0.463253
899,14.983333,7,-4887.001993,-2606.469456,275994.546782,-0.168922,-2.895729,-0.064123
900,15.000000,7,-4941.345884,-2621.360399,278773.954154,-0.189319,-2.981581,-0.062394
901,15.016667,7,-4941.345884,-2621.360399,278773.954154,-0.189319,-2.981581,-0.062394
902,15.033333,7,-4941.345884,-2621.360399,278773.954154,-0.189319,-2.981581,-0.062394
903,15.050000,7,-4926.568714,-2606.111673,277762.953466,-0.182581,-2.949956,-0.069032
904,15.066667,7,-4941.345884,-2621.360399,278773.954154,-0.189319,-2.981581,-0.062394
905,15.083333,7,-4941.345884,-2621.360399,278773.954154,-0.189319,-2.981581,-0.062394
906,15.100000,1,-9711.597048,-1875.336455,272104.747074,0.224640,3.130849,0.450146
906,15.100000,7,-4945.925059,-2622.389055,278873.735899,-0.188762,-2.994848,-0.046605
907,15.116667,7,-4941.345884,-2621.360399,278773.954154,-0.189319,-2.981581,-0.062394
908,15.133333,7,-4941.345884,-2621.360399,278773.954154,-0.189319,-2.981581,-0.062394
910,15.166667,1,-9711.597048,-1875.336455,272104.747074,0.224640,3.130849,0.450146
910,15.166667,7,-4941.345884,-2621.360399,278773.954154,-0.189319,-2.981581,-0.062394
911,15.183333,1,-9696.174581,-1872.881498,271753.615427,0.222206,3.121932,0.457040
911,15.183333,7,-4941.345884,-2621.360399,278773.954154,-0.189319,-2.981581,-0.062394
912,15.200000,1,-9719.836625,-1877.493519,272412.986750,0.227069,3.139764,0.444364
912,15.200000,7,-4941.345884,-2621.360399,278773.954154,-0.189319,-2.981581,-0.062394
913,15.216667,1,-9719.836625,-1877.493519,272412.986750,0.227069,3.139764,0.444364
913,15.216667,7,-4960.192014,-2643.403117,280198.459729,-0.201867,-3.051771,-0.062968
914,15.233333,7,-4938.847585,-2617.966558,279692.553208,-0.183753,-3.135256,-0.198452
915,15.250000,1,-9694.532532,-1865.177077,271865.516523,0.214673,3.119314,0.489393
915,15.250000,7,-4895.943343,-2637.824644,277586.247562,0.230403,3.099699,-0.324061
916,15.266667,1,-9694.532532,-1865.177077,271865.516523,0.214673,3.119314,0.489393
917,15.283333,7,-4912.933361,-2668.424601,279071.497918,0.212827,3.058181,-0.185587
918,15.300000,1,-9745.220569,-1881.921977,273045.714417,0.225826,3.136669,0.431325
918,15.300000,7,-4895.943343,-2637.824644,277586.247562,0.230403,3.099699,-0.324061
919,15.316667,1,-9745.220569,-1881.921977,273045.714417,0.225826,3.136669,0.431325
919,15.316667,7,-4895.943343,-2637.824644,277586.247562,0.230403,3.099699,-0.324061
920,15.333333,1,-9745.220569,-1881.921977,273045.714417,0.225826,3.136669,0.431325
920,15.333333,7,-4924.016747,-2650.582875,278760.510930,0.187077,2.959308,-0.059954
921,15.350000,7,-4912.933361,-2668.424601,279071.497918,0.212827,3.058181,-0.185587
922,15.366667,7,-4911.442508,-2642.577098,278222.506282,0.188607,2.937419,-0.049443
923,15.383333,1,-9730.212440,-1879.549336,272706.579278,0.223353,3.127299,0.438328
924,15.400000,7,-4924.016747,-2650.582875,278760.510930,0.187077,2.959308,-0.059954
925,15.416667,7,-4924.016747,-2650.582875,278760.510930,0.187077,2.959308,-0.059954
927,15.450000,7,-4924.016747,-2650.582875,278760.510930,0.187077,2.959308,-0.059954
928,15.466667,1,-9751.464192,-1888.722938,273220.586361,0.219913,3.137131,0.430384
928,15.466667,7,-4924.016747,-2650.582875,278760.510930,0.187077,2.959308,-0.059954
929,15.483333,1,-9730.212440,-1879.549336,272706.579278,0.223353,3.127299,0.438328
929,15.483333,7,-4988.938638,-2687.350678,282293.241178,0.191092,3.116904,0.004531
930,15.500000,1,-9786.819778,-1887.326204,274210.803707,0.222468,3.140311,0.395964
930,15.500000,7,-4974.468482,-2638.996349,280340.810866,-0.189512,-3.043330,-0.063825
931,15.516667,1,-9786.819778,-1887.326204,274210.803707,0.222468,3.140311,0.395964
931,15.516667,7,-4974.468482,-2638.996349,280340.810866,-0.189512,-3.043330,-0.063825
932,15.533333,1,-9772.003111,-1884.994911,273877.580991,0.219939,3.130073,0.403571
933,15.550000,1,-9772.003111,-1884.994911,273877.580991,0.219939,3.130073,0.403571
934,15.566667,1,-9772.003111,-1884.994911,273877.580991,0.219939,3.130073,0.403571
934,15.566667,7,-4943.795973,-2628.386225,278912.127172,-0.183610,-2.981776,-0.059741
935,15.583333,1,-9772.003111,-1884.994911,273877.580991,0.219939,3.130073,0.403571
935,15.583333,7,-4963.963463,-2630.385157,279740.742559,-0.186421,-3.024460,-0.080277
936,15.600000,1,-9772.003111,-1884.994911,273877.580991,0.219939,3.130073,0.403571
936,15.600000,7,-4933.514792,-2619.943994,278326.665106,-0.181024,-2.969009,-0.072420
937,15.616667,1,-9772.003111,-1884.994911,273877.580991,0.219939,3.130073,0.403571
937,15.616667,7,-4933.514792,-2619.943994,278326.665106,-0.181024,-2.969009,-0.072420
938,15.633333,7,-4933.514792,-2619.943994,278326.665106,-0.181024,-2.969009,-0.072420
939,15.650000,1,-9772.003111,-1884.994911,273877.580991,0.219939,3.130073,0.403571
940,15.666667,7,-4933.514792,-2619.943994,278326.665106,-0.181024,-2.969009,-0.072420
941,15.683333,1,-9768.126232,-1887.065054,273766.918392,0.219019,3.139959,0.396095
941,15.683333,7,-4908.362247,-2609.524761,277217.491961,-0.184253,-2.932907,-0.063784
942,15.700000,7,-4925.363403,-2618.506903,277862.696581,-0.181847,-2.960923,-0.054890
943,15.716667,7,-4925.363403,-2618.506903,277862.696581,-0.181847,-2.960923,-0.054890
944,15.733333,7,-4917.728531,-2611.761842,277750.318156,-0.186582,-2.942113,-0.052926
945,15.750000,7,-4942.496465,-2628.040092,279172.157285,-0.197644,-2.993212,-0.049148
947,15.783333,7,-4942.496465,-2628.040092,279172.157285,-0.197644,-2.993212,-0.049148
948,15.800000,7,-5028.165494,-2698.760216,284519.717530,-0.197606,-3.203837,-0.010152
949,15.816667,7,-5028.165494,-2698.760216,284519.717530,-0.197606,-3.203837,-0.010152
950,15.833333,1,-9725.240219,-1879.689373,272725.989900,0.223389,3.127541,0.437511
950,15.833333,7,-5028.165494,-2698.760216,284519.717530,-0.197606,-3.203837,-0.010152
951,15.850000,7,-5028.165494,-2698.760216,284519.717530,-0.197606,-3.203837,-0.010152
952,15.866667,1,-9725.240219,-1879.689373,272725.989900,0.223389,3.127541,0.437511
952,15.866667,7,-5028.165494,-2698.760216,284519.717530,-0.197606,-3.203837,-0.010152
953,15.883333,7,-4942.496465,-2628.040092,279172.157285,-0.197644,-2.993212,-0.049148
954,15.900000,7,-4942.496465,-2628.040092,279172.157285,-0.197644,-2.993212,-0.049148
955,15.916667,7,-4942.496465,-2628.040092,279172.157285,-0.197644,-2.993212,-0.049148
956,15.933333,1,-9673.274207,-1862.697944,271508.313613,0.212355,3.111348,0.495315
956,15.933333,7,-4965.693140,-2654.944053,280717.475354,-0.215515,-3.152343,0.101176
957,15.950000,7,-5028.165494,-2698.760216,284519.717530,-0.197606,-3.203837,-0.010152
958,15.966667,1,-9725.240219,-1879.689373,272725.989900,0.223389,3.127541,0.437511
959,15.983333,7,-5028.165494,-2698.760216,284519.717530,-0.197606,-3.203837,-0.010152
960,16.000000,7,-4927.651716,-2609.183197,279372.738223,-0.184322,-3.099770,-0.206788
961,16.016667,7,-5021.280609,-2687.396713,284327.403756,-0.185505,-3.115211,-0.041561
962,16.033333,7,-4946.535774,-2646.848665,280132.129482,-0.219554,-3.158242,0.161417
963,16.050000,7,-4956.422931,-2653.181179,280528.076580,-0.222345,-3.161381,0.105715
964,16.066667,7,-4926.185819,-2615.285679,279143.083744,-0.186270,-3.131923,-0.279357
965,16.083333,7,-4931.143592,-2616.774186,279587.968559,-0.189716,-3.133900,-0.242687
966,16.100000,1,-9672.209527,-1874.243081,271555.505943,0.226845,3.124843,0.469710
966,16.100000,7,-4931.143592,-2616.774186,279587.968559,-0.189716,-3.133900,-0.242687
967,16.116667,7,-4960.903881,-2637.985212,280236.123137,-0.195544,-3.046248,-0.069594
968,16.133333,7,-4836.596786,-2605.860336,275355.822542,0.217210,3.094300,-0.426525
969,16.150000,7,-4858.775165,-2641.975661,277131.174501,0.199476,3.071711,-0.308419
970,16.166667,7,-4886.726253,-2607.059830,277401.912167,0.192781,3.103007,0.365341
971,16.183333,7,-4899.916407,-2609.828065,277985.271212,0.190253,3.106822,0.338731
972,16.200000,7,-4921.253357,-2647.208144,279882.605000,0.176221,3.049597,-0.122149
973,16.216667,7,-4921.253357,-2647.208144,279882.605000,0.176221,3.049597,-0.122149
974,16.233333,7,-4990.474057,-2687.350219,282850.254727,0.192295,3.113220,-0.000899
976,16.266667,1,-9678.603869,-1874.388997,271576.590685,0.226867,3.125028,0.468957
976,16.266667,7,-5010.764862,-2686.190643,283570.173801,-0.185382,-3.131817,-0.034647
979,16.316667,7,-4904.963555,-2627.766681,277359.415944,-0.170624,-2.948599,-0.091039
980,16.333333,1,-9662.854046,-1871.862439,271215.506597,0.224456,3.116510,0.475707
980,16.333333,7,-4892.140428,-2621.199382,276957.508768,-0.171615,-2.943011,-0.076214
981,16.350000,7,-5013.612840,-2686.149510,283592.906225,-0.186696,-3.134278,-0.024679
982,16.366667,7,-5012.464241,-2686.034650,283813.903404,-0.196763,-3.222735,-0.002632
985,16.416667,1,-9684.782545,-1872.867424,271750.801330,0.222218,3.121970,0.457081
986,16.433333,1,-9662.854046,-1871.862439,271215.506597,0.224456,3.116510,0.475707
986,16.433333,7,-4898.743979,-2641.931671,278150.760355,0.189489,2.958364,-0.057368
987,16.450000,1,-9684.782545,-1872.867424,271750.801330,0.222218,3.121970,0.457081
987,16.450000,7,-4909.639299,-2653.294693,278425.796482,0.184197,2.988758,-0.099417
988,16.466667,7,-4907.496586,-2656.388651,278147.029084,0.190681,2.971713,-0.108173
989,16.483333,7,-4924.910828,-2634.133797,278733.508018,-0.210820,-3.134157,0.262106
990,16.500000,1,-9708.417514,-1877.479525,272410.182302,0.227080,3.139801,0.444406
990,16.500000,7,-4845.413271,-2590.555347,275387.741699,0.186325,3.084433,0.446140
991,16.516667,1,-9708.417514,-1877.479525,272410.182302,0.227080,3.139801,0.444406
991,16.516667,7,-4856.080321,-2598.757121,275810.376696,-0.200145,-3.116508,0.406564
992,16.533333,1,-9708.417514,-1877.479525,272410.182302,0.227080,3.139801,0.444406
993,16.550000,1,-9708.417514,-1877.479525,272410.182302,0.227080,3.139801,0.444406
993,16.550000,7,-4907.772636,-2598.685792,278598.577329,-0.185090,-3.142021,-0.300325
994,16.566667,1,-9708.417514,-1877.479525,272410.182302,0.227080,3.139801,0.444406
994,16.566667,7,-4907.772636,-2598.685792,278598.577329,-0.185090,-3.142021,-0.300325
995,16.583333,1,-9708.417514,-1877.479525,272410.182302,0.227080,3.139801,0.444406
995,16.583333,7,-4907.772636,-2598.685792,278598.577329,-0.185090,-3.142021,-0.300325
996,16.600000,1,-9708.417514,-1877.479525,272410.182302,0.227080,3.139801,0.444406
997,16.616667,1,-9693.767670,-1875.173065,272080.366276,0.224627,3.130690,0.450999
997,16.616667,7,-4907.772636,-2598.685792,278598.577329,-0.185090,-3.142021,-0.300325
998,16.633333,1,-9708.417514,-1877.479525,272410.182302,0.227080,3.139801,0.444406
999,16.650000,1,-9708.417514,-1877.479525,272410.182302,0.227080,3.139801,0.444406
999,16.650000,7,-4899.608082,-2622.963443,278846.459995,0.166708,2.986556,-0.082118
1001,16.683333,7,-4916.436367,-2632.716482,278582.975637,-0.216951,-3.135324,0.262576
1002,16.700000,1,-9708.417514,-1877.479525,272410.182302,0.227080,3.139801,0.444406
1002,16.700000,7,-4916.436367,-2632.716482,278582.975637,-0.216951,-3.135324,0.262576
1003,16.716667,7,-4916.436367,-2632.716482,278582.975637,-0.216951,-3.135324,0.262576
1004,16.733333,7,-4916.436367,-2632.716482,278582.975637,-0.216951,-3.135324,0.262576
1005,16.750000,7,-4865.808523,-2597.639641,276713.336822,0.197381,3.083320,0.389383
1006,16.766667,1,-9714.637394,-1884.264462,272584.640058,0.221167,3.140263,0.443520
1006,16.766667,7,-4865.808523,-2597.639641,276713.336822,0.197381,3.083320,0.389383
1007,16.783333,1,-9714.637394,-1884.264462,272584.640058,0.221167,3.140263,0.443520
1007,16.783333,7,-4865.808523,-2597.639641,276713.336822,0.197381,3.083320,0.389383
1008,16.800000,1,-9714.637394,-1884.264462,272584.640058,0.221167,3.140263,0.443520
1009,16.816667,1,-9714.637394,-1884.264462,272584.640058,0.221167,3.140263,0.443520
1009,16.816667,7,-4865.808523,-2597.639641,276713.336822,0.197381,3.083320,0.389383
1010,16.833333,1,-9724.455902,-1884.014667,272938.640975,0.224910,3.146258,0.423903
1010,16.833333,7,-4934.605062,-2653.909933,280305.690991,0.207839,3.058496,-0.089888
1011,16.850000,7,-4906.331062,-2651.449978,280020.422490,0.184779,3.067540,-0.137005
1012,16.866667,7,-4897.942429,-2645.522352,279377.799456,0.185947,3.060197,-0.166631
1013,16.883333,7,-4897.942429,-2645.522352,279377.799456,0.185947,3.060197,-0.166631
1014,16.900000,7,-4906.331062,-2651.449978,280020.422490,0.184779,3.067540,-0.137005
1015,16.916667,1,-9714.637394,-1884.264462,272584.640058,0.221167,3.140263,0.443520
1015,16.916667,7,-4897.942429,-2645.522352,279377.799456,0.185947,3.060197,-0.166631
1016,16.933333,1,-9699.922165,-1881.938645,272253.039352,0.218733,3.131138,0.450144
1016,16.933333,7,-4855.191964,-2644.953871,277743.287789,0.200872,3.090477,-0.308967
1017,16.950000,1,-9724.455902,-1884.014667,272938.640975,0.224910,3.146258,0.423903
1017,16.950000,7,-4897.726350,-2648.941911,278587.352158,0.192647,2.957280,-0.058791
1018,16.966667,7,-4897.726350,-2648.941911,278587.352158,0.192647,2.957280,-0.058791
1019,16.983333,7,-4897.726350,-2648.941911,278587.352158,0.192647,2.957280,-0.058791
1020,17.000000,7,-4896.238872,-2671.819374,279433.226362,0.211552,3.087768,-0.175916
1021,17.016667,7,-4899.218505,-2648.881040,279448.161868,0.187409,3.068553,-0.134724
1023,17.050000,7,-4898.131881,-2650.666001,278779.470131,0.190771,2.949278,-0.038576
1024,17.066667,7,-4891.360667,-2648.343874,278238.078880,0.192408,2.929315,-0.032439
1025,17.083333,7,-4891.360667,-2648.343874,278238.078880,0.192408,2.929315,-0.032439
1026,17.100000,7,-4909.424660,-2678.611962,279874.278521,0.213158,3.045839,-0.114211
1027,17.116667,7,-4958.084824,-2679.746990,281712.352051,0.192985,2.981729,-0.043690
1028,17.133333,7,-4902.219068,-2673.248507,279297.503709,0.214540,3.043769,-0.144233
1029,17.150000,1,-9708.207680,-1884.115174,272563.154063,0.221143,3.140063,0.444352
1029,17.150000,7,-4897.726350,-2648.941911,278587.352158,0.192647,2.957280,-0.058791
1030,17.166667,1,-9695.334485,-1879.427755,272284.110761,0.219977,3.127331,0.437586
1030,17.166667,7,-4909.424660,-2678.611962,279874.278521,0.213158,3.045839,-0.114211
1031,17.183333,1,-9695.334485,-1879.427755,272284.110761,0.219977,3.127331,0.437586
1031,17.183333,7,-4909.424660,-2678.611962,279874.278521,0.213158,3.045839,-0.114211
1032,17.200000,7,-4886.659722,-2649.307282,278216.277994,0.224969,3.092938,-0.280469
1033,17.216667,7,-4934.605062,-2653.909933,280305.690991,0.207839,3.058496,-0.089888
1034,17.233333,1,-9710.323233,-1881.805959,272623.517392,0.222433,3.136688,0.430569
1034,17.233333,7,-4886.429598,-2646.349612,278197.883925,0.227368,3.102250,-0.295814
1035,17.250000,7,-4934.837245,-2646.839153,280130.684602,-0.219549,-3.158218,0.161469
1036,17.266667,1,-9671.982066,-1880.856236,271707.565225,0.220943,3.125103,0.469683
1036,17.266667,7,-4934.605062,-2653.909933,280305.690991,0.207839,3.058496,-0.089888
1037,17.283333,1,-9696.744697,-1885.189898,272324.575212,0.219673,3.121793,0.457678
1037,17.283333,7,-4934.605062,-2653.909933,280305.690991,0.207839,3.058496,-0.089888
1038,17.300000,7,-4934.605062,-2653.909933,280305.690991,0.207839,3.058496,-0.089888
1039,17.316667,7,-4896.800697,-2609.523182,277216.926324,-0.184253,-2.932879,-0.063799
1040,17.333333,7,-4896.800697,-2609.523182,277216.926324,-0.184253,-2.932879,-0.063799
1041,17.350000,7,-4856.805987,-2603.847871,275417.261694,-0.170765,-2.881253,-0.061231
1042,17.366667,7,-5023.305415,-2691.304079,284679.983198,-0.183625,-3.078842,-0.044966
1043,17.383333,7,-5023.305415,-2691.304079,284679.983198,-0.183625,-3.078842,-0.044966
1044,17.400000,7,-4863.981786,-2606.466792,275993.469224,-0.168921,-2.895669,-0.064146
1045,17.416667,7,-5023.305415,-2691.304079,284679.983198,-0.183625,-3.078842,-0.044966
1046,17.433333,7,-4923.325112,-2615.324800,278739.693008,-0.189225,-2.980428,-0.064734
1047,17.450000,7,-4863.981786,-2606.466792,275993.469224,-0.168921,-2.895669,-0.064146
1048,17.466667,7,-4888.091619,-2630.636366,277570.351008,-0.203470,-3.368335,0.040234
1049,17.483333,7,-4888.091619,-2630.636366,277570.351008,-0.203470,-3.368335,0.040234
1050,17.500000,7,-4927.734397,-2638.806051,279560.098664,-0.222557,-3.152779,0.205540
1051,17.516667,1,-9659.660132,-1865.046462,271441.223758,0.211315,3.119397,0.488702
1051,17.516667,7,-4927.734397,-2638.806051,279560.098664,-0.222557,-3.152779,0.205540
1052,17.533333,7,-4927.734397,-2638.806051,279560.098664,-0.222557,-3.152779,0.205540
1053,17.550000,7,-4927.734397,-2638.806051,279560.098664,-0.222557,-3.152779,0.205540
1054,17.566667,7,-4927.734397,-2638.806051,279560.098664,-0.222557,-3.152779,0.205540
1055,17.583333,1,-9708.207680,-1884.115174,272563.154063,0.221143,3.140063,0.444352
1055,17.583333,7,-4927.734397,-2638.806051,279560.098664,-0.222557,-3.152779,0.205540
1056,17.600000,1,-9684.955736,-1873.913161,272308.245270,0.211443,3.133973,0.464451
1056,17.600000,7,-4970.873911,-2692.149523,282751.686853,0.198473,3.115616,0.004726
1057,17.616667,1,-9694.678413,-1880.400995,272424.435653,0.214103,3.128056,0.437728
1057,17.616667,7,-4875.842432,-2640.332092,277689.094526,0.190301,2.918728,-0.041772
1058,17.633333,7,-5005.998045,-2692.166370,284477.985269,-0.191325,-3.179840,0.004063
1059,17.650000,1,-9694.678413,-1880.400995,272424.435653,0.214103,3.128056,0.437728
1059,17.650000,7,-5005.998045,-2692.166370,284477.985269,-0.191325,-3.179840,0.004063
1060,17.666667,1,-9703.249514,-1882.634025,272742.934055,0.216515,3.137225,0.431584
1060,17.666667,7,-5005.998045,-2692.166370,284477.985269,-0.191325,-3.179840,0.004063
1061,17.683333,1,-9701.490190,-1878.333002,272533.392595,0.221156,3.140327,0.445355
1061,17.683333,7,-4860.475427,-2613.444438,276343.588644,-0.209284,-3.402185,0.057545
1062,17.700000,1,-9710.024086,-1876.169311,272614.943733,0.222472,3.137188,0.430764
1062,17.700000,7,-5005.998045,-2692.166370,284477.985269,-0.191325,-3.179840,0.004063
1063,17.716667,7,-5005.998045,-2692.166370,284477.985269,-0.191325,-3.179840,0.004063
1064,17.733333,7,-4875.842432,-2640.332092,277689.094526,0.190301,2.918728,-0.041772
1065,17.750000,7,-4868.458682,-2618.949786,276417.429812,-0.172628,-2.909814,-0.067296
1066,17.766667,7,-4868.458682,-2618.949786,276417.429812,-0.172628,-2.909814,-0.067296
1067,17.783333,7,-4882.432672,-2642.565894,278221.121431,0.188589,2.937325,-0.047875
1068,17.800000,7,-4875.512016,-2621.519471,276988.843459,-0.170863,-2.925968,-0.071420
1069,17.816667,1,-9712.171403,-1886.637930,272910.036758,0.217987,3.156270,0.418718
1069,17.816667,7,-4886.504355,-2650.664060,278778.843607,0.190773,2.949335,-0.038608
1070,17.833333,1,-9722.389094,-1894.188909,273201.320208,0.219870,3.136497,0.431160
1070,17.833333,7,-4886.504355,-2650.664060,278778.843607,0.190773,2.949335,-0.038608
1071,17.850000,1,-9705.649520,-1882.589233,272724.618200,0.217035,3.166379,0.413158
1071,17.850000,7,-4886.504355,-2650.664060,278778.843607,0.190773,2.949335,-0.038608
1072,17.866667,1,-9705.649520,-1882.589233,272724.618200,0.217035,3.166379,0.413158
1072,17.866667,7,-4886.504355,-2650.664060,278778.843607,0.190773,2.949335,-0.038608
1073,17.883333,1,-9711.827554,-1880.986595,272900.194727,0.218026,3.156790,0.418909
1073,17.883333,7,-4886.504355,-2650.664060,278778.843607,0.190773,2.949335,-0.038608
1074,17.900000,1,-9711.827554,-1880.986595,272900.194727,0.218026,3.156790,0.418909
1074,17.900000,7,-4889.626599,-2674.415413,279391.493476,0.209880,3.077795,-0.201015
1075,17.916667,1,-9698.579372,-1878.952116,272609.603963,0.215570,3.147029,0.425160
1075,17.916667,7,-4895.572178,-2654.590522,280070.909889,0.186090,3.074240,-0.097165
1076,17.933333,7,-4895.572178,-2654.590522,280070.909889,0.186090,3.074240,-0.097165
1077,17.950000,7,-4895.572178,-2654.590522,280070.909889,0.186090,3.074240,-0.097165
1078,17.966667,7,-4895.572178,-2654.590522,280070.909889,0.186090,3.074240,-0.097165
1079,17.983333,1,-9711.827554,-1880.986595,272900.194727,0.218026,3.156790,0.418909
1079,17.983333,7,-4921.422659,-2654.380356,280070.124055,-0.223404,-3.242033,0.057212
1080,18.000000,1,-9673.541354,-1867.914260,271825.746134,0.222735,3.149567,0.438558
1080,18.000000,7,-4878.003233,-2644.920705,278047.554269,0.233338,3.102562,-0.295466
1081,18.016667,1,-9688.716946,-1874.268708,272330.440117,0.220578,3.156482,0.418180
1082,18.033333,1,-9688.716946,-1874.268708,272330.440117,0.220578,3.156482,0.418180
1082,18.033333,7,-4878.003233,-2644.920705,278047.554269,0.233338,3.102562,-0.295466
1083,18.050000,7,-4879.756416,-2648.342297,278237.493396,0.192410,2.929372,-0.032467
1084,18.066667,7,-4879.756416,-2648.342297,278237.493396,0.192410,2.929372,-0.032467
1085,18.083333,7,-4879.756416,-2648.342297,278237.493396,0.192410,2.929372,-0.032467
1086,18.100000,7,-4897.740340,-2678.604064,279873.015137,0.213159,3.045887,-0.114272
1088,18.133333,7,-4897.740340,-2678.604064,279873.015137,0.213159,3.045887,-0.114272
1089,18.150000,7,-4898.132451,-2680.195247,279716.320763,0.212054,3.069859,-0.162100
1090,18.166667,7,-4898.132451,-2680.195247,279716.320763,0.212054,3.069859,-0.162100
1091,18.183333,7,-4898.132451,-2680.195247,279716.320763,0.212054,3.069859,-0.162100
